order_id,customer_id,order_date,item_name,category,quantity,unit_price,gross_amount,discount,final_amount,channel,payment_method,prep_time_min
2334,385,2025-09-04,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,cash,35
2335,385,2025-12-30,Chocolate Shake,Beverage,2,159,318,50,268,delivery,card,28
2336,389,2025-09-19,Paneer Grill Burger,Burger,2,209,418,50,368,delivery,card,18
2337,416,2025-08-17,Peri Peri Fries,Sides,2,119,238,0,238,dine_in,cash,20
2338,2,2025-09-30,Cold Coffee,Beverage,1,129,129,0,129,takeaway,cash,16
2339,426,2025-11-16,Peri Peri Fries,Sides,4,119,476,30,446,delivery,card,14
2340,93,2026-03-31,Chicken Wrap,Wrap,1,219,219,30,189,dine_in,card,25
2341,387,2025-11-01,Fries,Sides,2,99,198,0,198,delivery,card,33
2342,379,2025-08-12,Cold Coffee,Beverage,3,129,387,20,367,delivery,cash,16
2343,77,2025-12-31,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,cash,24
2344,270,2026-03-22,Veg Wrap,Wrap,3,179,537,0,537,dine_in,upi,32
2345,5,2025-11-26,Classic Veg Burger,Burger,2,149,298,0,298,delivery,upi,24
2346,254,2026-02-08,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,cash,35
2347,192,2026-03-15,Classic Veg Burger,Burger,1,149,149,50,99,takeaway,cash,25
2348,495,2025-11-02,Cheese Burst Burger,Burger,1,189,189,30,159,dine_in,card,12
2349,481,2025-08-03,Peri Peri Fries,Sides,2,119,238,20,218,takeaway,card,15
2350,324,2025-08-23,Classic Veg Burger,Burger,2,149,298,30,268,delivery,upi,11
2351,315,2026-01-24,Chicken Wrap,Wrap,2,219,438,0,438,dine_in,card,34
2352,233,2025-07-28,Chocolate Shake,Beverage,3,159,477,30,447,takeaway,upi,14
2353,443,2026-02-05,Brownie,Dessert,3,109,327,0,327,dine_in,cash,12
2354,191,2025-11-12,Paneer Grill Burger,Burger,3,209,627,50,577,dine_in,upi,22
2355,18,2025-07-28,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,cash,23
2356,448,2025-12-19,Cold Coffee,Beverage,3,129,387,0,387,takeaway,card,14
2357,87,2025-11-25,Cheese Burst Burger,Burger,1,189,189,0,189,dine_in,upi,22
2358,210,2026-03-03,Classic Veg Burger,Burger,1,149,149,0,149,dine_in,card,20
2359,379,2025-09-11,Classic Veg Burger,Burger,1,149,149,20,129,delivery,upi,16
2360,435,2026-03-23,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,card,11
2361,17,2025-12-11,Fries,Sides,2,99,198,0,198,dine_in,cash,15
2362,25,2026-01-07,Chocolate Shake,Beverage,1,159,159,50,109,dine_in,upi,31
2363,379,2025-07-24,Cheese Burst Burger,Burger,1,189,189,0,189,delivery,cash,19
2364,108,2025-10-23,Brownie,Dessert,1,109,109,0,109,dine_in,cash,15
2365,187,2025-10-01,Chicken Wrap,Wrap,2,219,438,0,438,dine_in,upi,17
2366,376,2025-11-08,Cold Coffee,Beverage,3,129,387,0,387,dine_in,upi,19
2367,96,2026-03-14,Chocolate Shake,Beverage,2,159,318,30,288,delivery,card,35
2368,3,2025-09-27,Peri Peri Fries,Sides,3,119,357,20,337,dine_in,card,15
2369,382,2025-07-28,Brownie,Dessert,1,109,109,0,109,delivery,card,30
2370,344,2026-02-28,Fries,Sides,2,99,198,0,198,takeaway,card,17
2371,183,2026-01-24,Cheese Burst Burger,Burger,1,189,189,20,169,delivery,card,20
2372,289,2025-08-03,Peri Peri Fries,Sides,3,119,357,0,357,delivery,upi,30
2373,262,2025-08-01,Brownie,Dessert,2,109,218,20,198,delivery,upi,18
2374,243,2026-01-06,Fries,Sides,1,99,99,20,79,takeaway,cash,21
2375,82,2025-11-25,Veg Wrap,Wrap,1,179,179,20,159,delivery,cash,20
2376,342,2025-10-28,Cold Coffee,Beverage,1,129,129,30,99,takeaway,cash,32
2377,359,2026-01-25,Paneer Grill Burger,Burger,4,209,836,50,786,dine_in,upi,19
2378,104,2026-01-15,Veg Wrap,Wrap,2,179,358,0,358,delivery,upi,20
2379,244,2025-08-11,Paneer Grill Burger,Burger,3,209,627,20,607,takeaway,cash,23
2380,487,2025-10-09,Chicken Wrap,Wrap,1,219,219,0,219,delivery,upi,31
2381,147,2026-01-27,Chicken Wrap,Wrap,1,219,219,30,189,takeaway,card,17
2382,343,2025-07-14,Chocolate Shake,Beverage,1,159,159,20,139,takeaway,cash,14
2383,152,2026-02-26,Brownie,Dessert,3,109,327,0,327,takeaway,cash,34
2384,456,2025-08-09,Chocolate Shake,Beverage,2,159,318,0,318,takeaway,cash,12
2385,52,2026-01-18,Chicken Wrap,Wrap,3,219,657,50,607,delivery,upi,10
2386,126,2025-07-12,Veg Wrap,Wrap,2,179,358,0,358,delivery,upi,25
2387,354,2025-09-24,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,cash,23
2388,418,2026-03-04,Chicken Wrap,Wrap,3,219,657,0,657,takeaway,upi,22
2389,375,2025-11-18,Brownie,Dessert,1,109,109,0,109,dine_in,upi,19
2390,204,2025-10-09,Brownie,Dessert,1,109,109,20,89,delivery,upi,20
2391,329,2025-11-20,Paneer Grill Burger,Burger,3,209,627,30,597,takeaway,upi,22
2392,432,2025-11-29,Cold Coffee,Beverage,2,129,258,0,258,takeaway,upi,24
2393,72,2025-12-01,Classic Veg Burger,Burger,1,149,149,20,129,takeaway,card,26
2394,434,2025-08-10,Cheese Burst Burger,Burger,2,189,378,50,328,delivery,cash,19
2395,291,2026-02-21,Cheese Burst Burger,Burger,3,189,567,20,547,takeaway,upi,23
2396,350,2025-10-23,Fries,Sides,1,99,99,0,99,takeaway,upi,11
2397,54,2026-01-16,Cheese Burst Burger,Burger,1,189,189,0,189,takeaway,upi,13
2398,206,2025-11-04,Brownie,Dessert,2,109,218,0,218,takeaway,cash,11
2399,390,2025-08-11,Fries,Sides,1,99,99,0,99,delivery,card,16
2400,244,2026-01-31,Veg Wrap,Wrap,3,179,537,50,487,delivery,cash,35
2401,52,2025-11-22,Classic Veg Burger,Burger,3,149,447,0,447,takeaway,upi,12
2402,443,2026-02-08,Veg Wrap,Wrap,2,179,358,0,358,dine_in,card,27
2403,47,2025-08-23,Chocolate Shake,Beverage,2,159,318,30,288,takeaway,cash,28
2404,340,2025-08-12,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,upi,11
2405,78,2026-03-29,Chicken Wrap,Wrap,3,219,657,0,657,delivery,cash,11
2406,383,2025-08-07,Brownie,Dessert,2,109,218,0,218,dine_in,card,14
2407,63,2025-10-11,Peri Peri Fries,Sides,3,119,357,0,357,takeaway,card,14
2408,31,2025-10-16,Cold Coffee,Beverage,1,129,129,0,129,delivery,upi,32
2409,245,2025-08-19,Veg Wrap,Wrap,2,179,358,0,358,dine_in,cash,22
2410,31,2025-08-10,Cold Coffee,Beverage,2,129,258,50,208,dine_in,card,13
2411,105,2025-09-08,Cheese Burst Burger,Burger,2,189,378,50,328,delivery,upi,14
2412,156,2026-02-23,Classic Veg Burger,Burger,1,149,149,30,119,takeaway,cash,12
2413,149,2025-08-17,Cheese Burst Burger,Burger,2,189,378,50,328,delivery,card,14
2414,466,2026-03-06,Cheese Burst Burger,Burger,2,189,378,0,378,delivery,card,26
2415,189,2026-03-09,Chocolate Shake,Beverage,1,159,159,20,139,dine_in,cash,12
2416,123,2025-08-10,Classic Veg Burger,Burger,4,149,596,0,596,takeaway,upi,31
2417,195,2025-09-01,Brownie,Dessert,1,109,109,0,109,dine_in,cash,14
2418,61,2025-12-26,Peri Peri Fries,Sides,1,119,119,0,119,takeaway,upi,12
2419,472,2025-12-19,Fries,Sides,1,99,99,0,99,delivery,cash,31
2420,222,2025-10-03,Chocolate Shake,Beverage,1,159,159,20,139,takeaway,card,21
2421,173,2025-09-24,Cold Coffee,Beverage,1,129,129,50,79,delivery,cash,19
2422,458,2025-08-08,Classic Veg Burger,Burger,1,149,149,50,99,delivery,card,25
2423,369,2025-08-03,Veg Wrap,Wrap,3,179,537,30,507,takeaway,card,23
2424,200,2025-11-22,Chicken Wrap,Wrap,2,219,438,0,438,dine_in,card,13
2425,303,2025-12-22,Chocolate Shake,Beverage,2,159,318,0,318,takeaway,card,16
2426,188,2026-01-03,Chicken Wrap,Wrap,1,219,219,0,219,delivery,cash,33
2427,45,2026-02-19,Paneer Grill Burger,Burger,2,209,418,20,398,dine_in,cash,21
2428,208,2026-01-04,Classic Veg Burger,Burger,2,149,298,0,298,delivery,upi,31
2429,22,2025-08-12,Peri Peri Fries,Sides,3,119,357,0,357,dine_in,upi,10
2430,420,2026-01-10,Chicken Wrap,Wrap,4,219,876,0,876,delivery,upi,35
2431,359,2026-03-20,Veg Wrap,Wrap,1,179,179,0,179,dine_in,cash,23
2432,210,2025-07-31,Peri Peri Fries,Sides,1,119,119,20,99,dine_in,cash,14
2433,4,2026-02-27,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,cash,13
2434,63,2025-12-27,Paneer Grill Burger,Burger,1,209,209,0,209,takeaway,upi,15
2435,90,2025-09-18,Peri Peri Fries,Sides,1,119,119,30,89,delivery,card,20
2436,444,2025-09-18,Chicken Wrap,Wrap,1,219,219,0,219,takeaway,cash,29
2437,153,2025-07-17,Classic Veg Burger,Burger,1,149,149,0,149,dine_in,cash,34
2438,284,2025-11-15,Veg Wrap,Wrap,2,179,358,0,358,delivery,upi,32
2439,60,2025-11-04,Cold Coffee,Beverage,3,129,387,0,387,delivery,upi,20
2440,496,2026-02-12,Paneer Grill Burger,Burger,1,209,209,50,159,takeaway,cash,14
2441,473,2025-07-04,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,cash,31
2442,185,2026-03-08,Chicken Wrap,Wrap,2,219,438,30,408,dine_in,upi,14
2443,475,2025-07-09,Cheese Burst Burger,Burger,1,189,189,0,189,dine_in,cash,19
2444,466,2025-12-16,Fries,Sides,1,99,99,0,99,takeaway,card,34
2445,65,2026-03-19,Cheese Burst Burger,Burger,3,189,567,0,567,delivery,card,27
2446,210,2026-02-18,Peri Peri Fries,Sides,3,119,357,50,307,dine_in,cash,11
2447,90,2025-08-13,Chicken Wrap,Wrap,3,219,657,30,627,takeaway,upi,10
2448,198,2025-10-22,Cold Coffee,Beverage,2,129,258,30,228,takeaway,cash,10
2449,345,2025-10-25,Veg Wrap,Wrap,2,179,358,50,308,dine_in,upi,17
2450,422,2026-02-13,Peri Peri Fries,Sides,1,119,119,50,69,delivery,cash,28
2451,8,2025-12-11,Cold Coffee,Beverage,2,129,258,0,258,delivery,card,35
2452,191,2025-12-04,Classic Veg Burger,Burger,2,149,298,0,298,dine_in,cash,33
2453,1,2026-01-31,Brownie,Dessert,2,109,218,50,168,delivery,card,14
2454,267,2026-02-05,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,upi,22
2455,170,2026-02-01,Veg Wrap,Wrap,1,179,179,20,159,delivery,card,24
2456,458,2025-07-23,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,card,23
2457,48,2025-10-23,Chocolate Shake,Beverage,3,159,477,30,447,dine_in,card,28
2458,461,2025-07-30,Paneer Grill Burger,Burger,1,209,209,0,209,takeaway,upi,26
2459,144,2025-10-08,Veg Wrap,Wrap,3,179,537,20,517,takeaway,cash,15
2460,328,2026-01-20,Peri Peri Fries,Sides,1,119,119,0,119,delivery,card,15
2461,166,2025-07-05,Chicken Wrap,Wrap,1,219,219,0,219,takeaway,upi,18
2462,90,2025-10-17,Peri Peri Fries,Sides,2,119,238,0,238,dine_in,card,12
2463,233,2025-09-03,Peri Peri Fries,Sides,1,119,119,50,69,delivery,card,17
2464,483,2026-01-20,Brownie,Dessert,1,109,109,0,109,takeaway,card,20
2465,235,2025-11-22,Brownie,Dessert,2,109,218,0,218,delivery,cash,35
2466,194,2025-07-08,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,card,11
2467,123,2025-10-18,Fries,Sides,3,99,297,30,267,delivery,cash,29
2468,150,2025-12-31,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,cash,27
2469,472,2025-09-10,Chicken Wrap,Wrap,2,219,438,0,438,dine_in,card,10
2470,467,2025-09-10,Brownie,Dessert,2,109,218,20,198,dine_in,cash,29
2471,308,2025-08-16,Veg Wrap,Wrap,1,179,179,20,159,delivery,upi,29
2472,72,2025-09-06,Classic Veg Burger,Burger,1,149,149,20,129,delivery,cash,34
2473,91,2025-08-31,Cold Coffee,Beverage,3,129,387,30,357,dine_in,card,22
2474,310,2025-10-16,Veg Wrap,Wrap,1,179,179,20,159,dine_in,upi,21
2475,385,2025-07-17,Fries,Sides,1,99,99,0,99,takeaway,upi,26
2476,24,2025-12-02,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,upi,11
2477,215,2025-08-18,Brownie,Dessert,1,109,109,0,109,takeaway,upi,30
2478,125,2025-10-17,Cold Coffee,Beverage,2,129,258,0,258,delivery,cash,25
2479,44,2025-08-01,Classic Veg Burger,Burger,1,149,149,50,99,dine_in,upi,32
2480,298,2025-12-22,Chocolate Shake,Beverage,1,159,159,20,139,dine_in,upi,20
2481,193,2025-11-21,Veg Wrap,Wrap,1,179,179,30,149,takeaway,card,21
2482,497,2025-12-06,Classic Veg Burger,Burger,4,149,596,30,566,takeaway,upi,17
2483,1,2025-11-24,Cold Coffee,Beverage,3,129,387,0,387,dine_in,cash,17
2484,43,2026-01-14,Veg Wrap,Wrap,2,179,358,30,328,dine_in,card,20
2485,193,2025-11-26,Veg Wrap,Wrap,3,179,537,0,537,dine_in,card,10
2486,401,2025-08-30,Brownie,Dessert,2,109,218,0,218,takeaway,cash,32
2487,468,2025-08-23,Cheese Burst Burger,Burger,4,189,756,20,736,delivery,card,32
2488,220,2025-12-22,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,card,30
2489,459,2026-01-31,Cheese Burst Burger,Burger,1,189,189,30,159,dine_in,cash,12
2490,421,2025-12-12,Veg Wrap,Wrap,2,179,358,0,358,delivery,cash,12
2491,409,2025-07-31,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,cash,13
2492,201,2026-03-02,Chicken Wrap,Wrap,3,219,657,20,637,dine_in,card,30
2493,423,2026-03-02,Chocolate Shake,Beverage,1,159,159,0,159,dine_in,upi,14
2494,102,2026-03-06,Cheese Burst Burger,Burger,2,189,378,0,378,takeaway,upi,12
2495,445,2025-09-09,Chocolate Shake,Beverage,3,159,477,30,447,takeaway,card,30
2496,263,2026-01-05,Chocolate Shake,Beverage,1,159,159,20,139,dine_in,upi,19
2497,434,2025-09-16,Brownie,Dessert,1,109,109,0,109,dine_in,upi,10
2498,481,2025-11-03,Veg Wrap,Wrap,1,179,179,0,179,takeaway,cash,28
2499,465,2025-09-15,Fries,Sides,3,99,297,50,247,dine_in,upi,14
2500,133,2026-02-09,Cold Coffee,Beverage,2,129,258,50,208,takeaway,cash,22
2501,195,2025-10-15,Paneer Grill Burger,Burger,2,209,418,30,388,takeaway,card,13
2502,252,2025-10-12,Veg Wrap,Wrap,3,179,537,30,507,dine_in,card,16
2503,471,2026-03-26,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,card,31
2504,446,2025-07-16,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,card,22
2505,150,2025-10-03,Chocolate Shake,Beverage,2,159,318,0,318,delivery,upi,35
2506,74,2026-03-07,Paneer Grill Burger,Burger,2,209,418,0,418,dine_in,upi,25
2507,487,2026-01-04,Chocolate Shake,Beverage,2,159,318,30,288,delivery,card,18
2508,271,2026-02-11,Chicken Wrap,Wrap,1,219,219,30,189,delivery,upi,15
2509,143,2025-11-25,Cold Coffee,Beverage,1,129,129,0,129,delivery,card,30
2510,71,2025-12-09,Classic Veg Burger,Burger,2,149,298,30,268,dine_in,cash,23
2511,168,2026-01-13,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,cash,11
2512,444,2026-02-01,Paneer Grill Burger,Burger,3,209,627,50,577,delivery,upi,29
2513,484,2025-10-27,Cold Coffee,Beverage,3,129,387,0,387,takeaway,card,28
2514,399,2025-10-19,Peri Peri Fries,Sides,4,119,476,0,476,dine_in,upi,28
2515,57,2025-12-02,Chocolate Shake,Beverage,3,159,477,0,477,dine_in,upi,14
2516,404,2025-10-09,Peri Peri Fries,Sides,2,119,238,20,218,takeaway,cash,32
2517,343,2025-07-04,Peri Peri Fries,Sides,1,119,119,20,99,takeaway,cash,24
2518,440,2025-09-09,Cold Coffee,Beverage,1,129,129,30,99,delivery,cash,30
2519,27,2026-02-20,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,cash,26
2520,69,2025-08-17,Peri Peri Fries,Sides,2,119,238,0,238,dine_in,card,30
2521,375,2025-09-18,Classic Veg Burger,Burger,2,149,298,50,248,takeaway,card,20
2522,33,2026-01-19,Veg Wrap,Wrap,2,179,358,50,308,delivery,upi,22
2523,101,2026-01-25,Fries,Sides,3,99,297,30,267,delivery,upi,10
2524,58,2025-08-04,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,cash,31
2525,266,2025-11-27,Chicken Wrap,Wrap,1,219,219,0,219,delivery,card,34
2526,494,2025-10-13,Fries,Sides,1,99,99,20,79,delivery,cash,28
2527,196,2025-07-12,Chicken Wrap,Wrap,2,219,438,20,418,takeaway,cash,30
2528,44,2025-10-14,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,cash,18
2529,311,2025-11-24,Chocolate Shake,Beverage,2,159,318,0,318,dine_in,cash,21
2530,470,2026-01-31,Peri Peri Fries,Sides,2,119,238,0,238,dine_in,upi,18
2531,319,2026-01-06,Cheese Burst Burger,Burger,2,189,378,0,378,delivery,upi,30
2532,497,2025-07-01,Cheese Burst Burger,Burger,1,189,189,0,189,delivery,card,13
2533,244,2025-12-24,Chicken Wrap,Wrap,3,219,657,50,607,takeaway,cash,11
2534,277,2025-07-25,Fries,Sides,2,99,198,50,148,takeaway,cash,30
2535,388,2025-07-19,Peri Peri Fries,Sides,1,119,119,0,119,delivery,upi,18
2536,124,2025-08-02,Cold Coffee,Beverage,3,129,387,30,357,delivery,upi,31
2537,110,2025-12-17,Fries,Sides,2,99,198,50,148,takeaway,upi,18
2538,264,2025-10-20,Veg Wrap,Wrap,1,179,179,20,159,delivery,card,26
2539,26,2025-10-09,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,upi,22
2540,265,2025-12-10,Chocolate Shake,Beverage,1,159,159,20,139,dine_in,card,24
2541,282,2025-11-12,Classic Veg Burger,Burger,1,149,149,30,119,dine_in,upi,24
2542,405,2025-08-22,Chocolate Shake,Beverage,2,159,318,30,288,takeaway,cash,30
2543,361,2025-10-13,Veg Wrap,Wrap,3,179,537,0,537,delivery,upi,13
2544,188,2026-03-22,Chocolate Shake,Beverage,3,159,477,0,477,dine_in,cash,28
2545,241,2026-01-14,Veg Wrap,Wrap,1,179,179,30,149,takeaway,cash,26
2546,104,2025-10-10,Paneer Grill Burger,Burger,2,209,418,0,418,delivery,upi,33
2547,165,2025-07-15,Cold Coffee,Beverage,2,129,258,0,258,delivery,upi,18
2548,183,2025-08-04,Brownie,Dessert,1,109,109,20,89,delivery,card,32
2549,77,2026-01-06,Fries,Sides,1,99,99,0,99,dine_in,cash,30
2550,304,2026-03-18,Paneer Grill Burger,Burger,1,209,209,0,209,delivery,card,31
2551,73,2025-08-18,Veg Wrap,Wrap,3,179,537,20,517,delivery,cash,11
2552,35,2025-12-17,Chicken Wrap,Wrap,1,219,219,20,199,delivery,cash,25
2553,310,2025-10-15,Classic Veg Burger,Burger,1,149,149,0,149,dine_in,cash,20
2554,105,2025-09-19,Veg Wrap,Wrap,1,179,179,20,159,delivery,card,28
2555,287,2025-10-22,Peri Peri Fries,Sides,1,119,119,0,119,takeaway,card,35
2556,379,2025-08-01,Paneer Grill Burger,Burger,1,209,209,0,209,takeaway,card,19
2557,219,2025-08-24,Fries,Sides,2,99,198,0,198,dine_in,cash,28
2558,474,2026-02-27,Paneer Grill Burger,Burger,3,209,627,0,627,takeaway,card,34
2559,425,2025-10-23,Chicken Wrap,Wrap,3,219,657,0,657,delivery,card,25
2560,234,2025-08-29,Cheese Burst Burger,Burger,2,189,378,0,378,dine_in,card,14
2561,355,2026-03-04,Chicken Wrap,Wrap,2,219,438,0,438,dine_in,cash,11
2562,5,2026-02-12,Cheese Burst Burger,Burger,1,189,189,0,189,dine_in,upi,32
2563,440,2025-11-20,Paneer Grill Burger,Burger,1,209,209,0,209,takeaway,card,25
2564,111,2025-07-27,Cold Coffee,Beverage,4,129,516,50,466,takeaway,card,25
2565,49,2026-02-04,Cheese Burst Burger,Burger,3,189,567,30,537,takeaway,cash,25
2566,56,2026-01-09,Cold Coffee,Beverage,3,129,387,30,357,delivery,card,34
2567,205,2026-01-23,Veg Wrap,Wrap,2,179,358,0,358,dine_in,cash,29
2568,371,2026-01-10,Chicken Wrap,Wrap,1,219,219,0,219,delivery,upi,10
2569,315,2026-01-04,Paneer Grill Burger,Burger,2,209,418,0,418,takeaway,card,31
2570,365,2026-01-03,Fries,Sides,2,99,198,50,148,dine_in,upi,12
2571,297,2025-08-08,Peri Peri Fries,Sides,1,119,119,30,89,takeaway,upi,24
2572,11,2026-01-02,Peri Peri Fries,Sides,2,119,238,50,188,dine_in,card,11
2573,391,2025-08-28,Cold Coffee,Beverage,2,129,258,50,208,takeaway,upi,12
2574,465,2025-12-16,Classic Veg Burger,Burger,3,149,447,50,397,dine_in,upi,12
2575,204,2025-09-16,Chocolate Shake,Beverage,1,159,159,0,159,takeaway,upi,14
2576,206,2025-12-26,Chicken Wrap,Wrap,2,219,438,50,388,dine_in,cash,18
2577,433,2026-02-25,Cold Coffee,Beverage,2,129,258,20,238,takeaway,upi,17
2578,164,2025-11-25,Chicken Wrap,Wrap,2,219,438,50,388,dine_in,card,25
2579,458,2025-08-15,Brownie,Dessert,1,109,109,0,109,delivery,cash,22
2580,242,2025-08-16,Peri Peri Fries,Sides,2,119,238,50,188,takeaway,card,30
2581,199,2025-11-23,Fries,Sides,1,99,99,0,99,dine_in,card,32
2582,72,2026-01-25,Chocolate Shake,Beverage,1,159,159,30,129,dine_in,card,22
2583,276,2025-12-18,Peri Peri Fries,Sides,2,119,238,0,238,takeaway,card,31
2584,66,2025-11-26,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,cash,31
2585,337,2025-09-11,Classic Veg Burger,Burger,2,149,298,20,278,takeaway,upi,12
2586,156,2026-01-10,Classic Veg Burger,Burger,1,149,149,30,119,dine_in,cash,34
2587,174,2025-11-21,Fries,Sides,1,99,99,20,79,dine_in,card,30
2588,104,2025-07-30,Fries,Sides,1,99,99,0,99,delivery,cash,16
2589,196,2025-10-11,Classic Veg Burger,Burger,1,149,149,0,149,takeaway,upi,28
2590,27,2026-03-27,Brownie,Dessert,2,109,218,0,218,dine_in,cash,24
2591,267,2025-08-28,Classic Veg Burger,Burger,1,149,149,30,119,dine_in,upi,26
2592,330,2025-10-27,Cold Coffee,Beverage,3,129,387,0,387,dine_in,card,27
2593,451,2025-10-01,Brownie,Dessert,3,109,327,0,327,takeaway,cash,17
2594,26,2025-11-12,Fries,Sides,3,99,297,20,277,delivery,card,12
2595,125,2026-01-30,Chocolate Shake,Beverage,1,159,159,30,129,takeaway,upi,26
2596,404,2025-08-12,Paneer Grill Burger,Burger,1,209,209,50,159,takeaway,card,26
2597,35,2025-12-26,Brownie,Dessert,1,109,109,20,89,takeaway,card,34
2598,235,2025-07-02,Cold Coffee,Beverage,3,129,387,0,387,dine_in,upi,11
2599,179,2025-10-17,Fries,Sides,1,99,99,30,69,delivery,card,16
2600,310,2026-02-15,Brownie,Dessert,3,109,327,0,327,dine_in,cash,28
2601,64,2025-12-05,Paneer Grill Burger,Burger,3,209,627,20,607,takeaway,upi,25
2602,209,2025-12-30,Classic Veg Burger,Burger,3,149,447,0,447,delivery,card,23
2603,246,2025-08-20,Chicken Wrap,Wrap,2,219,438,20,418,delivery,upi,31
2604,272,2025-10-19,Chocolate Shake,Beverage,2,159,318,30,288,takeaway,cash,31
2605,184,2025-07-13,Cheese Burst Burger,Burger,4,189,756,50,706,dine_in,card,22
2606,89,2025-09-20,Paneer Grill Burger,Burger,3,209,627,20,607,delivery,cash,32
2607,264,2025-07-06,Brownie,Dessert,3,109,327,20,307,takeaway,card,12
2608,487,2026-01-19,Cold Coffee,Beverage,1,129,129,0,129,takeaway,cash,29
2609,347,2025-07-01,Veg Wrap,Wrap,1,179,179,30,149,takeaway,upi,35
2610,163,2025-08-24,Paneer Grill Burger,Burger,2,209,418,30,388,delivery,card,24
2611,78,2026-02-08,Cold Coffee,Beverage,3,129,387,20,367,delivery,upi,27
2612,430,2025-10-05,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,upi,32
2613,482,2025-11-26,Cheese Burst Burger,Burger,2,189,378,0,378,delivery,card,25
2614,283,2025-10-05,Brownie,Dessert,1,109,109,30,79,delivery,card,21
2615,411,2025-08-17,Chicken Wrap,Wrap,3,219,657,0,657,takeaway,upi,19
2616,270,2026-02-05,Classic Veg Burger,Burger,1,149,149,50,99,delivery,upi,10
2617,368,2025-10-03,Peri Peri Fries,Sides,1,119,119,30,89,takeaway,cash,15
2618,268,2026-02-14,Chicken Wrap,Wrap,3,219,657,50,607,delivery,upi,30
2619,120,2025-07-09,Paneer Grill Burger,Burger,2,209,418,0,418,dine_in,upi,13
2620,375,2025-09-15,Cold Coffee,Beverage,3,129,387,0,387,dine_in,cash,26
2621,201,2025-07-19,Veg Wrap,Wrap,1,179,179,30,149,dine_in,card,31
2622,330,2025-12-24,Paneer Grill Burger,Burger,1,209,209,0,209,dine_in,upi,23
2623,310,2025-10-16,Cheese Burst Burger,Burger,3,189,567,30,537,dine_in,card,15
2624,454,2025-07-22,Classic Veg Burger,Burger,2,149,298,50,248,dine_in,upi,14
2625,416,2025-11-11,Paneer Grill Burger,Burger,2,209,418,50,368,takeaway,card,14
2626,133,2026-02-17,Cold Coffee,Beverage,1,129,129,20,109,takeaway,cash,19
2627,13,2025-12-15,Veg Wrap,Wrap,3,179,537,0,537,takeaway,card,19
2628,201,2026-01-05,Chocolate Shake,Beverage,3,159,477,20,457,delivery,upi,33
2629,195,2026-03-10,Fries,Sides,1,99,99,50,50,delivery,card,21
2630,113,2025-11-08,Cold Coffee,Beverage,3,129,387,0,387,delivery,cash,23
2631,459,2026-01-31,Cold Coffee,Beverage,2,129,258,50,208,takeaway,card,26
2632,102,2025-11-29,Chicken Wrap,Wrap,3,219,657,50,607,delivery,cash,27
2633,484,2026-02-05,Paneer Grill Burger,Burger,2,209,418,20,398,dine_in,card,22
2634,425,2025-12-01,Chicken Wrap,Wrap,1,219,219,0,219,dine_in,upi,31
2635,416,2026-02-21,Veg Wrap,Wrap,2,179,358,0,358,takeaway,cash,19
2636,125,2025-09-20,Chocolate Shake,Beverage,2,159,318,50,268,takeaway,card,19
2637,125,2026-02-06,Brownie,Dessert,3,109,327,0,327,takeaway,upi,21
2638,13,2025-12-04,Cold Coffee,Beverage,1,129,129,0,129,takeaway,upi,29
2639,90,2026-03-30,Peri Peri Fries,Sides,2,119,238,20,218,dine_in,cash,10
2640,27,2026-02-20,Fries,Sides,1,99,99,0,99,takeaway,upi,28
2641,24,2026-02-25,Veg Wrap,Wrap,1,179,179,50,129,delivery,upi,28
2642,162,2025-11-16,Cold Coffee,Beverage,3,129,387,0,387,takeaway,upi,12
2643,216,2025-09-09,Cold Coffee,Beverage,2,129,258,0,258,dine_in,card,11
2644,347,2025-09-06,Classic Veg Burger,Burger,2,149,298,0,298,takeaway,upi,27
2645,49,2025-12-07,Fries,Sides,1,99,99,0,99,dine_in,card,29
2646,136,2025-10-28,Fries,Sides,2,99,198,30,168,delivery,upi,12
